text,label,source
Your Income Tax Return for AY 2024-25 has been successfully e-verified. - Income Tax Department,0,india_seed
"Your EPF passbook is updated. Employer contribution of Rs 3,600 credited for June. - EPFO",0,india_seed
Your GSTR-3B for May has been filed successfully. ARN generated. - GSTN,0,india_seed
Your Aadhaar update request is successful. Updated details will reflect in 7 days. - UIDAI,0,india_seed
Your driving licence has been approved and dispatched. Track on the Parivahan portal.,0,india_seed
Your appointment token number is 27. Please wait for your turn. - Aadhaar Seva Kendra,0,india_seed
Your gas booking is confirmed. The cylinder will be delivered within 2 days. - Bharat Gas,0,india_seed
Your child's exam timetable for the final term is now available on the school portal.,0,india_seed
Your admit card for the semester exam is ready. Download from the university portal.,0,india_seed
Your lab reports from Dr. Lal PathLabs are ready. View them in the app or collect from the centre.,0,india_seed
Your medicine order from PharmEasy has been shipped and will arrive tomorrow.,0,india_seed
Your dentist appointment at Clove Dental is confirmed for Saturday 11 AM.,0,india_seed
Your appointment at Apollo Diagnostics for a blood test is confirmed for 8 AM tomorrow.,0,india_seed
Your Zerodha contract note for today's trades is available. Download from Console.,0,india_seed
"Your mutual fund SIP of Rs 5,000 in HDFC Flexi Cap is processed. Units allotted.",0,india_seed
"Your credit card statement for June is generated. Total due Rs 8,200. Min due Rs 410. Due 28-06.",0,india_seed
"Your car insurance premium of Rs 14,200 is paid. Policy active till 04-07-2025. - ICICI Lombard",0,india_seed
"Your LIC premium of Rs 18,500 received. Thank you. Next due 04-12.",0,india_seed
"Your Groww order to buy 10 shares of TCS is executed at Rs 3,820.",0,india_seed
Your monthly mutual fund statement is now available. - CAMS,0,india_seed
"Hey, are you free this weekend? Was thinking we could go trekking.",0,india_seed
Happy birthday! Wishing you a fantastic year ahead. Let's catch up soon.,0,india_seed
Reminder: parent-teacher meeting tomorrow at 10 AM. Please be on time.,0,india_seed
The client call is rescheduled to 4 PM. I've sent a new calendar invite.,0,india_seed
"Thanks for the help yesterday, really appreciate it!",0,india_seed
Can you share the presentation slides before EOD? Thanks.,0,india_seed
Dinner at 8 tonight? Let me know if that works for you.,0,india_seed
Your table for 4 at Barbeque Nation is confirmed for 7:30 PM today.,0,india_seed
"Your BookMyShow tickets for the 9 PM show are booked. Seats J12, J13. Enjoy!",0,india_seed
Your gym membership has been renewed for one year. Happy training!,0,india_seed
